Vulnerability,Category,Length
"    path = posixpath.normpath(unquote(path))    path = path.lstrip(""str$id"")    newpath = ""str$id""    for part in path.split(""str$id""):        if not part:            continue        drive, part = os.path.splitdrive(part)        head, part = os.path.split(part)        if part in (os.curdir, os.pardir):            continue        newpath = os.path.join(newpath, part).replace(""str$id"", ""str$id"")    if newpath and path != newpath:        return httpresponseredirect(newpath)    fullpath = os.path.join(document_root, newpath)            return directory_index(newpath, fullpath)",open_redirect,51
"            json_data = db.select(""str$id"")            return [str.encode(json.dumps({""str$id"":""str$id"",""str$id"": num%id,""str$id"": ""str$id"", ""str$id"": ""str$id""}))]",sql_injection,9
"			active_employees = frappe.get_all(""str$id"", 		filters = { ""str$id"": ""str$id"", ""str$id"": filters.company}, 	",sql_injection,10
"        self.asserttrue(            self.client.login(username=""str$id"", password=""str$id""))",xsrf,3
"from .tasks import taskviewset, tasktiles, tasktilesjson, taskassets",path_disclosure,7
"    sql = ""str$id"".format(tag)    scenes = db.exec(sql)",sql_injection,6
"            except:                pass    def recursiveupdate(target, content):        for k in content:            if k in target and isinstance(content[k], dict) and isinstance(target[k], dict):                config.recursiveupdate(target[k], content[k])            elif k in target and isinstance(content[k], list) and isinstance(target[k], list):                target[k] += content[k]                target[k] = content[k]",command_injection,37
"            [jc.pathcontainspredicate(""str$id"", server_group_name),             jc.pathcontainspredicate(",path_disclosure,3
        response = self.client.post(url),xsrf,3
"        csessid = request.args.get(""str$id"")[num%id]",xss,3
		self.set_order_by(args)		self.check_sort_by_table(args.order_by),sql_injection,2
"            qa_notes_field = self.browser.find_element_by_xpath(                ""str$id"")            self.assertin(""str$id"", qa_notes_field.get_attribute(""str$id""))",open_redirect,6
"    def __init__(self, webport, local_access=false):",xsrf,4
"        self.cursor.execute(""str$id""%(money, user_id))        self.cursor.execute(""str$id"" % (money, project_id))        self.cursor.execute(""str$id"" % (project_id, user_id, money))        self.cursor.execute(""str$id"" % (project_id, user_id, money))        self.cursor.execute(""str$id"" % project_id)        self.cursor.execute(""str$id"" % (user_id, money))",sql_injection,23
from django.test import testcase,xsrf,4
"            http_x_deis_version=""str$id""",xsrf,1
"        response = self.client.post(url, json.dumps(body), content_type=""str$id"")",xsrf,5
"    results = check_output([""str$id"", ""str$id"", ""str$id""])    assert b""str$id"" not in results.lower()    results = check_output([""str$id"", ""str$id"", ""str$id"", ""str$id"", ""str$id""])    assert b""str$id"" in results.lower()",command_injection,21
                                                         stdin=stdin_input),command_injection,1
    headers = {},sql_injection,3
"		command = ""str$id"".format(table_name, pth)		self._run_command(command)",sql_injection,5
"		data_user = (nome, sobrenome, endereco)",sql_injection,5
"        update_clause, query_params = self._build_update_clause(obj)        query = ""str$id"" + self.table_name + ""str$id"" + update_clause + ""str$id"" + str(obj_id) + ""str$id""        feedback = self.sql.perform(query, query_params)        return self.read({""str$id"" : obj_id})[num%id]    def delete(self, obj_id):        ""str$id""""str$id""""str$id""        query = ""str$id"" + self.table_name + ""str$id"" + self.holder        feedback = self.sql.perform(query, (obj_id,))    def _build_where_clause(self, query_params):        ""str$id""""str$id""""str$id""        raw_clauses = []        query_items = []        for field, value in query_params.iteritems():            if field in self.where_params:                raw_clauses.append(field + ""str$id"" + self.holder)                query_items.append(value)            else:                raise modelexception(""str$id"" % field)        raw_clause = ""str$id"".join(raw_clauses)        return raw_clause, query_items    def _build_update_clause(self, obj):        ""str$id""""str$id""""str$id""        raw_clauses = []        for field, value in obj.iteritems():            raw_clauses.append(field + ""str$id"" + self.holder)        raw_clause = ""str$id"".join(raw_clauses)        return raw_clause, obj.values()    def _get_latest_id(self):        query = ""str$id"" + self.table_name + ""str$id""        results = self.sql.perform(query)        if not results:            return num%id # the very first        return results[num%id][""str$id""]",sql_injection,126
"    deladname = ""str$id""            deladname = val        api.delete_ad_using_title(deladname)",xsrf,7
"            query = ""str$id"".format(data)                cursor.execute(query)",sql_injection,4
        print(q),sql_injection,1
"        response = self.client.post(url, json.dumps(body), content_type=""str$id"")",xsrf,5
"            se_level = find(east[""str$id""][num%id])[num%id]            sw_level = find(west[""str$id""][num%id])[num%id]            ne_level = find(east[""str$id""][num%id])[num%id]            nw_level = find(west[""str$id""][num%id])[num%id]",path_disclosure,12
"  def get_binary_path_from_tgz(self, supportdir, version, filename, inpackage_path):    unpacked_dir = os.path.join(work_dir, ""str$id"")    if not os.path.exists(unpacked_dir):      with temporary_dir(root_dir=work_dir) as tmp_dist:        tgz.extract(tarball_filepath, tmp_dist)        os.rename(tmp_dist, unpacked_dir)    binary_path = os.path.join(unpacked_dir, inpackage_path)    return binary_path  @memoized_property  def path(self):    ""str$id""""str$id""""str$id""    node_path = self.get_binary_path_from_tgz(      supportdir=self._relpath, version=self.version, filename=""str$id"",      inpackage_path=""str$id"")    logger.debug(""str$id"", node_path)    return node_path  @memoized_property  def yarnpkg_path(self):    ""str$id""""returns the root path of yarnpkg distribution.    :returns: the yarnpkg root path.    yarnpkg_path = self.get_binary_path_from_tgz(      supportdir=""str$id"", version=self.yarnpkg_version, filename=""str$id"",      inpackage_path=""str$id"")    logger.debug(""str$id"", yarnpkg_path)    return yarnpkg_path  class command(namedtuple(""str$id"", [""str$id"", ""str$id"", ""str$id""])):",command_injection,73
"        from_date=context.get(""str$id"",false)        to_date=context.get(""str$id"",false)        date_str=false            date_str=""str$id""%(from_date,to_date)            date_str=""str$id""%(from_date)            date_str=""str$id""%(to_date)",sql_injection,6
"      return responses.starttask(request.path, context=context)",xsrf,3
"    tk.enqueue_job(_send_mail, [users, ""str$id"", datarequest_dict], title=u""str$id"")        tk.enqueue_job(_send_mail, [users, ""str$id"", datarequest_dict], title=u""str$id"")",open_redirect,10
        parsed = vars(self.parse_known_args(nohelp=true)[num%id]),command_injection,3
"            orders[re_match[num%id]] = (request.args.get(arg), request.args.get(""str$id"" + re_match[num%id]))",sql_injection,6
"    root_file = urtext.urtextfile(os.path.join(self.path, self.view.file_name()))    root_meta = nodemetadata(os.path.join(self.path, root_file.filename))",path_disclosure,8
"        value = u""str$id"".format(value)",sql_injection,3
        pass,xsrf,1
class taskassets(tasknestedview):,path_disclosure,2
"    inventory, smartinventorymembership,",command_injection,2
        if not self._cert_provider:,xsrf,3
"        self.asserttrue(            self.client.login(username=username, password=password))        response = self.client.delete(url)        self.assertfalse(            self.client.login(username=username, password=passwo",xsrf,9
"from flask import blueprint, request, session, g, redirect, url_for, \     render_template, flashfrom benwaonline.models import user_datastore, user",open_redirect,16
"    r""str$id""",command_injection,1
"    warn (""str$id"", t)",command_injection,3
"    bot.send_message(telegram_id, ""str$id"")    explorers[telegram_id] = explorer(telegram_id)def content_builder(content, up=true):    markup = telebot.types.inlinekeyboardmarkup()    if (up):        markup.add(telebot.types.inlinekeyboardbutton(""str$id"", callback_data=""str$id""))    if (content[""str$id""]):        for each in content[""str$id""]:            markup.add(                    telebot.types.inlinekeyboardbutton(""str$id"" + each[""str$id""], callback_data=""str$id"" + str(each[""str$id""])),                    telebot.types.inlinekeyboardbutton(""str$id"", callback_data=""str$id"" + str(each[""str$id""])),                )    if (content[""str$id""]):        for each in content[""str$id""]:            if (each[""str$id""] in icon_mime):                icon = icon_mime[each[""str$id""]]            else:                icon = icon_mime[""str$id""]            markup.add(                    telebot.types.inlinekeyboardbutton(icon + ""str$id"" + each[""str$id""], callback_data=""str$id"" + str(each[""str$id""])),                    telebot.types.inlinekeyboardbutton(""str$id"", callback_data=""str$id"" + str(each[""str$id""])),                )    return markup        explorers[telegram_id].new_file(message.message_id, message.document.file_name, mime, message.document.file_size)        explorers[telegram_id].new_file(message.message_id, ""str$id"" + str(message.date), ""str$id"", message.audio.file_size)        explorers[telegram_id].new_file(message.message_id, ""str$id"" + str(message.date), ""str$id"", message.document.file_size)        explorers[telegram_id].new_file(message.message_id, ""str$id"" + str(message.date), ""str$id"", message.photo[num%id].file_size)        explorers[telegram_id].new_file(message.message_id, ""str$id"" + str(message.date), ""str$id"", message.video.file_size)        explorers[telegram_id].new_file(message.message_id, ""str$id"" + str(message.date), ""str$id"", message.video_note.file_size)        explorers[telegram_id].new_file(message.message_id, ""str$id"" + str(message.date), ""str$id"", message.voice.file_size)        explorers[telegram_id].new_file(message.message_id, ""str$id"" + str(message.date), ""str$id"", message.contact.file_size)    bot.reply_to(message, ""str$id"")    explorers[telegram_id].new_directory(new_directory_name)    content = explorers[telegram_id].get_directory_content()    keyboard = content_builder(content, len(explorers[telegram_id].path) > num%id)    message_sent = bot.send_message(telegram_id, explorers[telegram_id].get_path_string(), reply_markup=keyboard)    explorers[telegram_id].last_action_message_ids.append(message_sent.message_id)        explorers[telegram_id].go_to_parent_directory()        explorers[telegram_id].go_to_directory(content_id)",sql_injection,131
